,company,seller_type,year,seats,index,name,number_sold,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,km_distances,binned_engine,co_cc,_num_sales,Diesel,petrol,firstowner,secondowner,others,_company,_seats_in_year,avg_sellertype
5757,Maruti,Individual,2011,5.0,5757,Maruti Ritz LDi,9,-0.5881938918511836,140000,Diesel,1,First Owner,21.1,1248.0,73.9,0.30327058738097445,3,35091.0,108,1.0,0.0,1.0,0.0,0.0,20,94,-0.35797528539639534
5758,Volvo,Dealer,2018,5.0,5758,Volvo V40 D3 R-Design,25,2.209910771102725,2000,Diesel,0,First Owner,16.8,1984.0,150.0,-4.240071511445021,1,299.0,27,1.0,0.0,1.0,0.0,0.0,30,27,2.5068129576585902
5759,Maruti,Dealer,2016,5.0,5759,Maruti Vitara Brezza ZDi Plus,12,0.23250289698065393,63000,Diesel,1,First Owner,24.3,1248.0,88.5,-0.06351717045580828,3,35091.0,185,1.0,0.0,1.0,0.0,0.0,20,159,-0.11139741215452358
5760,Maruti,Individual,2015,5.0,5760,Maruti Swift Dzire ZDI,22,-0.06845954840834101,50000,Diesel,1,First Owner,26.59,1248.0,74.0,-0.05154252201296965,3,35091.0,181,1.0,0.0,1.0,0.0,0.0,20,156,-0.35797528539639534
5761,Fiat,Individual,2010,5.0,5761,Fiat Linea Emotion,2,-0.6304978500383919,40000,Petrol,1,Second Owner,16.0,1368.0,90.0,0.8407049987330192,3,305.0,6,0.0,1.0,0.0,1.0,0.0,7,6,-0.505449174858796
5762,Maruti,Dealer,2015,5.0,5762,Maruti Baleno Delta 1.2,15,-0.0745029710065136,33243,Petrol,1,First Owner,21.4,1197.0,83.1,-0.05154252201296965,3,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,156,-0.11139741215452358
5763,Hyundai,Individual,2014,5.0,5763,Hyundai i10 Magna 1.1L,17,-0.4189780591023512,100000,Petrol,1,First Owner,19.81,1086.0,68.05,0.07240645528800403,3,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,103,-0.26450256908028097
5764,Maruti,Individual,2018,5.0,5764,Maruti Baleno Delta 1.2,15,-0.10472008399737655,20000,Petrol,1,First Owner,21.4,1197.0,83.1,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.35797528539639534
5765,Hyundai,Individual,2017,5.0,5765,Hyundai i20 1.2 Asta Option,11,0.004061522769730063,40000,Petrol,1,First Owner,18.6,1197.0,81.83,-0.5703787972979606,3,15548.0,162,0.0,1.0,1.0,0.0,0.0,11,162,-0.26450256908028097
5766,Hyundai,Individual,2015,5.0,5766,Hyundai EON Era Plus,42,-0.47941228508407707,80000,Petrol,1,First Owner,21.1,814.0,55.2,0.08515743795291875,4,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
5767,Hyundai,Individual,2015,5.0,5767,Hyundai EON Era Plus,42,-0.4782048092489622,43000,Petrol,1,Second Owner,21.1,814.0,55.2,0.23665445521329495,4,15548.0,119,0.0,1.0,0.0,1.0,0.0,11,119,-0.26450256908028097
5768,Hyundai,Individual,2014,5.0,5768,Hyundai EON D Lite Plus,9,-0.5156728206731126,93000,Petrol,1,Second Owner,21.1,814.0,55.2,0.26941820451561854,4,15548.0,104,0.0,1.0,0.0,1.0,0.0,11,103,-0.26450256908028097
5769,Toyota,Trustmark Dealer,2016,5.0,5769,Toyota Camry 2.5 Hybrid,29,1.6357856242763291,68089,Petrol,0,First Owner,19.16,2494.0,157.7,0.2930088711441157,1,5059.0,54,0.0,1.0,1.0,0.0,0.0,28,32,0.6960713155977802
5770,Toyota,Individual,2014,8.0,5770,Toyota Innova 2.5 G (Diesel) 8 Seater,12,0.4875353306235372,136000,Diesel,1,others,12.99,2494.0,100.6,1.0829161549099242,1,5059.0,29,1.0,0.0,0.0,0.0,1.0,28,6,0.2993815531042407
5771,Tata,Individual,2011,5.0,5771,Tata Indigo CR4,13,-0.539846511065803,70000,Diesel,1,Second Owner,23.57,1396.0,70.0,0.7512367732346976,3,8081.0,71,1.0,0.0,0.0,1.0,0.0,27,52,-0.4038951134633411
5772,Renault,Individual,2017,5.0,5772,Renault KWID 1.0 RXT Optional,17,-0.4189780591023512,35000,Petrol,1,First Owner,23.01,999.0,67.0,-0.466126140146685,4,922.0,33,0.0,1.0,1.0,0.0,0.0,25,28,-0.2859515383770954
5773,Tata,Individual,2014,5.0,5773,Tata Indica Vista TDI LS,10,-0.6486281178329096,250000,Diesel,1,Second Owner,19.1,1405.0,70.0,0.820356736646917,3,8081.0,30,1.0,0.0,0.0,1.0,0.0,27,20,-0.4038951134633411
5774,Hyundai,Dealer,2017,5.0,5774,Hyundai Creta 1.6 CRDi SX,14,0.608403782586989,63309,Diesel,1,First Owner,19.67,1582.0,126.2,-0.5703787972979606,2,15548.0,162,1.0,0.0,1.0,0.0,0.0,11,162,-0.10855554250842206
5775,Skoda,Individual,2016,5.0,5775,Skoda Rapid 1.6 MPI Active BSIV,1,-0.304153029737072,50000,Petrol,1,others,15.41,1598.0,103.2,-0.29389026241746063,2,897.0,30,0.0,1.0,0.0,0.0,1.0,26,30,-0.3068533164720701
5776,Renault,Individual,2016,5.0,5776,Renault KWID RXT Optional,14,-0.44919517209321413,60000,Petrol,1,First Owner,25.17,799.0,53.3,-0.5347900812166533,4,922.0,41,0.0,1.0,1.0,0.0,0.0,25,40,-0.2859515383770954
5777,Maruti,Individual,2017,5.0,5777,Maruti Alto 800 LXI,66,-0.44919517209321413,28000,Petrol,1,First Owner,24.7,796.0,47.3,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5778,Maruti,Individual,2015,5.0,5778,Maruti Celerio VXI,15,-0.3585438331206253,29000,Petrol,1,First Owner,23.1,998.0,67.04,-0.05154252201296965,4,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,156,-0.35797528539639534
5779,Hyundai,Individual,2015,5.0,5779,Hyundai Verna 1.6 VTVT SX,3,0.17932077811673516,35000,Petrol,1,First Owner,17.01,1591.0,121.3,0.08515743795291875,2,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
5780,Honda,Individual,2017,5.0,5780,Honda City i-VTEC CVT ZX,4,0.5479695566052631,20000,Petrol,0,First Owner,18.0,1497.0,117.6,-0.44273254315628324,3,3884.0,56,0.0,1.0,1.0,0.0,0.0,10,50,-0.11712715449401692
5781,Toyota,Individual,2015,7.0,5781,Toyota Innova 2.5 G (Diesel) 7 Seater,12,0.3666668786600854,190000,Diesel,1,Second Owner,12.99,2494.0,100.6,0.9448544493128384,1,5059.0,39,1.0,0.0,0.0,1.0,0.0,28,22,0.2993815531042407
5782,Toyota,Individual,2012,5.0,5782,Toyota Etios GD SP,2,-0.31019645233524457,140000,Diesel,1,Second Owner,15.386829971181557,2494.0,114.72867435158503,1.1066477595294364,1,5059.0,40,1.0,0.0,0.0,1.0,0.0,28,24,0.2993815531042407
5783,Hyundai,Individual,2014,5.0,5783,Hyundai Xcent 1.2 Kappa S Option,3,-0.32832672012976233,52000,Petrol,1,First Owner,19.1,1197.0,81.86,0.07240645528800403,3,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,103,-0.26450256908028097
5784,Datsun,Individual,2016,7.0,5784,Datsun GO Plus A,2,-0.31623987493341715,20000,Petrol,1,First Owner,20.62,1198.0,67.0,-0.7808112582067159,3,156.0,10,0.0,1.0,1.0,0.0,0.0,6,3,-0.4488001229885455
5785,Chevrolet,Individual,2007,5.0,5785,Chevrolet Aveo U-VA 1.2 LS,3,-0.6582975939899858,50000,Petrol,1,Second Owner,15.26,1150.0,74.9,-0.40715009196777324,3,1317.0,4,0.0,1.0,0.0,1.0,0.0,4,4,-0.5092084317550766
5786,Mahindra,Individual,2018,7.0,5786,Mahindra Bolero Power Plus SLX,4,0.1817381471560042,60000,Diesel,1,First Owner,16.5,1493.0,70.0,-0.6837320005822449,3,18820.0,46,1.0,0.0,1.0,0.0,0.0,19,27,-0.049666327583259055
5787,Toyota,Individual,2011,5.0,5787,Toyota Etios G,2,-0.4189780591023512,110000,Petrol,1,First Owner,17.6,1496.0,88.73,1.157451484163418,3,5059.0,25,0.0,1.0,1.0,0.0,0.0,28,11,0.2993815531042407
5788,Hyundai,Individual,2014,5.0,5788,Hyundai EON Era Plus,42,-0.47941228508407707,20000,Petrol,1,First Owner,21.1,814.0,55.2,0.07240645528800403,4,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,103,-0.26450256908028097
5789,Nissan,Individual,2013,5.0,5789,Nissan Micra XV CVT,4,-0.406891213906006,91400,Petrol,0,Second Owner,19.34,1198.0,76.0,0.6963696442083822,3,213.0,7,0.0,1.0,0.0,1.0,0.0,23,7,-0.24204475758112015
5790,Honda,Individual,2009,5.0,5790,Honda Civic 1.8 V MT,4,-0.5156728206731126,125000,Petrol,1,Second Owner,13.5,1799.0,130.0,1.0590896640315544,2,3884.0,11,0.0,1.0,0.0,1.0,0.0,10,11,-0.11712715449401692
5791,Volkswagen,Individual,2014,5.0,5791,Volkswagen Polo 1.5 TDI Comfortline,6,-0.08658981620285877,40000,Diesel,1,others,20.14,1498.0,88.8,-0.2295048963521796,3,599.0,11,1.0,0.0,0.0,0.0,1.0,29,11,-0.23759579783563023
5792,Mahindra,Individual,2018,5.0,5792,Mahindra KUV 100 G80 K4 Plus 5Str,1,-0.2437188037553461,19700,Petrol,1,First Owner,18.15,1198.0,82.0,-0.6837320005822449,3,18820.0,46,0.0,1.0,1.0,0.0,0.0,19,1,-0.049666327583259055
5793,Hyundai,Individual,2015,5.0,5793,Hyundai Grand i10 CRDi Sportz,10,-0.406891213906006,60000,Diesel,1,others,24.0,1120.0,70.0,0.3422810863708612,3,15548.0,119,1.0,0.0,0.0,0.0,1.0,11,119,-0.26450256908028097
5794,Honda,Individual,2015,5.0,5794,Honda City i DTEC V,6,-0.043077173496016134,80000,Diesel,1,Second Owner,26.0,1498.0,98.6,0.7975112120484429,3,3884.0,57,1.0,0.0,0.0,1.0,0.0,10,48,-0.11712715449401692
5795,Tata,Individual,2009,5.0,5795,Tata Indigo LS,5,-0.6184110048420466,137000,Diesel,1,Second Owner,17.0,1405.0,70.0,0.9237855631002316,3,8081.0,26,1.0,0.0,0.0,1.0,0.0,27,21,-0.4038951134633411
5796,Maruti,Individual,2015,7.0,5796,Maruti Ertiga VDI,38,0.004061522769730063,110000,Diesel,1,others,20.77,1248.0,88.76,0.25846808050697156,3,35091.0,181,1.0,0.0,0.0,0.0,1.0,20,24,-0.35797528539639534
5797,Maruti,Individual,2016,8.0,5797,Maruti Omni E MPI STD BS IV,12,-0.5519333562621481,80000,Petrol,1,Second Owner,16.8,796.0,34.2,-0.07792833620032594,4,35091.0,185,0.0,1.0,0.0,1.0,0.0,20,4,-0.35797528539639534
5798,Maruti,Individual,2013,5.0,5798,Maruti Swift Dzire VDI,97,-0.31019645233524457,100000,Diesel,1,First Owner,23.4,1248.0,74.0,0.29817717426724394,3,35091.0,152,1.0,0.0,1.0,0.0,0.0,20,124,-0.35797528539639534
5799,Tata,Individual,2011,5.0,5799,Tata Indica Vista Aqua 1.4 TDI,9,-0.539846511065803,110000,Diesel,1,Second Owner,17.0,1405.0,71.0,0.7512367732346976,3,8081.0,71,1.0,0.0,0.0,1.0,0.0,27,52,-0.4038951134633411
5800,Maruti,Individual,2010,5.0,5800,Maruti A-Star Vxi,13,-0.5821504692530111,66000,Petrol,1,Second Owner,19.0,998.0,66.1,1.037198330406781,4,35091.0,111,0.0,1.0,0.0,1.0,0.0,20,93,-0.35797528539639534
5801,Hyundai,Individual,2008,5.0,5801,Hyundai Getz 1.3 GVS,1,-0.6486281178329096,120000,Petrol,1,Second Owner,14.2,1341.0,82.9,0.6085712840444143,3,15548.0,39,0.0,1.0,0.0,1.0,0.0,11,39,-0.26450256908028097
5802,Ford,Individual,2011,5.0,5802,Ford Figo Diesel ZXI,10,-0.6244544274402193,180000,Diesel,1,Second Owner,20.0,1399.0,68.0,0.9964030676898491,3,3659.0,43,1.0,0.0,0.0,1.0,0.0,9,38,-0.1804388998962062
5803,Maruti,Individual,1998,4.0,5803,Maruti 800 DX,6,-0.7271926116091533,80000,Petrol,1,others,16.1,796.0,37.0,0.47767540500758476,4,35091.0,7,0.0,1.0,0.0,0.0,1.0,20,4,-0.35797528539639534
5804,Renault,Individual,2016,5.0,5804,Renault KWID 1.0 RXT Optional,17,-0.4189780591023512,50000,Petrol,1,First Owner,23.01,999.0,67.0,-0.5347900812166533,4,922.0,41,0.0,1.0,1.0,0.0,0.0,25,40,-0.2859515383770954
5805,Maruti,Individual,2009,5.0,5805,Maruti Alto LXi,59,-0.6365412726365645,120000,Petrol,1,First Owner,19.7,796.0,46.3,0.4383439500218029,4,35091.0,80,0.0,1.0,1.0,0.0,0.0,20,70,-0.35797528539639534
5806,Maruti,Individual,2015,5.0,5806,Maruti Baleno Zeta 1.3,5,-0.05637270321199583,70000,Diesel,1,Second Owner,27.39,1248.0,74.0,0.16133477602342539,3,35091.0,181,1.0,0.0,0.0,1.0,0.0,20,156,-0.35797528539639534
5807,Maruti,Individual,2010,5.0,5807,Maruti Alto LXi,59,-0.6184110048420466,95000,Petrol,1,others,19.7,796.0,46.3,0.9257739049243534,4,35091.0,111,0.0,1.0,0.0,0.0,1.0,20,93,-0.35797528539639534
5808,Maruti,Dealer,2008,5.0,5808,Maruti Wagon R LXI,46,-0.5144641361534781,35008,Petrol,1,First Owner,21.79,998.0,67.05,0.21989689712833244,4,35091.0,56,0.0,1.0,1.0,0.0,0.0,20,39,-0.11139741215452358
5809,Volkswagen,Individual,2014,5.0,5809,Volkswagen Polo 1.5 TDI Comfortline,6,-0.3585438331206253,60000,Diesel,1,Second Owner,20.14,1498.0,88.8,0.4149308350842926,3,599.0,11,1.0,0.0,0.0,1.0,0.0,29,11,-0.23759579783563023
5810,Hyundai,Individual,2015,5.0,5810,Hyundai Xcent 1.2 Kappa SX Option,5,-0.23767538115717352,20000,Petrol,1,First Owner,19.1,1197.0,82.0,0.08515743795291875,3,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
5811,Maruti,Individual,2017,5.0,5811,Maruti Alto 800 LXI,66,-0.406891213906006,15000,Petrol,1,First Owner,24.7,796.0,47.3,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5812,Maruti,Individual,2017,5.0,5812,Maruti Baleno Delta 1.3,6,-0.05637270321199583,20000,Diesel,1,First Owner,27.39,1248.0,74.0,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5813,Hyundai,Individual,2016,5.0,5813,Hyundai i20 Active 1.4 SX,6,0.08866943914414631,80000,Diesel,1,First Owner,21.19,1396.0,88.73,-0.07320221635043335,3,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.26450256908028097
5814,Nissan,Individual,2014,5.0,5814,Nissan Terrano XV Premium 110 PS,2,-0.20745826816631055,40000,Diesel,1,First Owner,19.01,1461.0,108.5,0.3301657811722676,3,213.0,14,1.0,0.0,1.0,0.0,0.0,23,14,-0.24204475758112015
5815,Honda,Individual,2011,5.0,5815,Honda City 1.5 S MT,5,-0.23767538115717352,80000,Petrol,1,others,17.0,1497.0,118.0,0.8170961308744923,3,3884.0,9,0.0,1.0,0.0,0.0,1.0,10,9,-0.11712715449401692
5816,Hyundai,Individual,2011,5.0,5816,Hyundai Verna Transform SX VGT CRDi,1,-0.4673254398877319,90000,Diesel,1,others,16.2,1493.0,110.0,0.7894699348523209,3,15548.0,72,1.0,0.0,0.0,0.0,1.0,11,70,-0.26450256908028097
5817,Audi,Dealer,2015,7.0,5817,Audi Q7 35 TDI Quattro Premium,1,2.4214305620387657,53000,Diesel,0,First Owner,12.07,2967.0,241.4,-0.1982350670332174,1,130.0,2,1.0,0.0,1.0,0.0,0.0,2,1,3.1931487056948686
5818,Maruti,Individual,2016,5.0,5818,Maruti Swift VXI BSIV,3,-0.11680692919372172,8588,Petrol,1,First Owner,22.0,1197.0,81.8,-0.06351717045580828,3,35091.0,185,0.0,1.0,1.0,0.0,0.0,20,159,-0.35797528539639534
5819,Mahindra,Individual,2014,7.0,5819,Mahindra XUV500 W6 2WD,20,-0.05637270321199583,122000,Diesel,1,Second Owner,15.1,2179.0,140.0,0.6550769903709933,1,18820.0,71,1.0,0.0,0.0,1.0,0.0,19,44,-0.049666327583259055
5820,Ford,Individual,2010,5.0,5820,Ford Fiesta 1.4 SXi TDCi ABS,4,-0.38876094611148826,163000,Diesel,1,First Owner,17.8,1399.0,68.0,0.8618641016197754,3,3659.0,21,1.0,0.0,1.0,0.0,0.0,9,20,-0.1804388998962062
5821,Volkswagen,Individual,2017,5.0,5821,Volkswagen Vento 1.5 TDI Highline,2,0.30623265267835953,74000,Diesel,1,First Owner,22.27,1498.0,108.6,-0.5217958295989368,3,599.0,15,1.0,0.0,1.0,0.0,0.0,29,15,-0.23759579783563023
5822,Ford,Dealer,2012,5.0,5822,Ford Fiesta Classic 1.4 Duratorq CLXI,8,-0.3585438331206253,79990,Diesel,1,Second Owner,17.8,1399.0,67.0,0.6540281082692527,3,3659.0,32,1.0,0.0,0.0,1.0,0.0,9,30,-0.12725770458060498
5823,Maruti,Dealer,2017,5.0,5823,Maruti Swift Dzire AMT VXI,5,-0.05637270321199583,26634,Petrol,0,First Owner,21.21,1197.0,81.8,-0.3806707764355942,3,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.11139741215452358
5824,Mahindra,Dealer,2018,7.0,5824,Mahindra XUV500 W5 BSIV,1,0.48874401514317173,59865,Diesel,1,First Owner,15.1,2179.0,152.87,-0.6837320005822449,1,18820.0,46,1.0,0.0,1.0,0.0,0.0,19,27,0.2606819153316505
5825,Hyundai,Individual,2019,5.0,5825,Hyundai i20 Active SX Petrol,2,0.06449574875145596,20000,Petrol,1,First Owner,17.19,1197.0,81.86,-1.8779511878492237,3,15548.0,68,0.0,1.0,1.0,0.0,0.0,11,68,-0.26450256908028097
5826,Maruti,Individual,2018,5.0,5826,Maruti Swift Dzire VXI 1.2,10,-0.020112167622960295,15000,Petrol,1,First Owner,21.21,1197.0,81.8,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.35797528539639534
5827,Hyundai,Individual,2014,5.0,5827,Hyundai Grand i10 CRDi Magna,5,-0.26789249414803645,60000,Diesel,1,First Owner,24.0,1120.0,70.0,0.07240645528800403,3,15548.0,104,1.0,0.0,1.0,0.0,0.0,11,103,-0.26450256908028097
5828,Skoda,Dealer,2016,5.0,5828,Skoda Rapid 1.5 TDI AT Style Plus,4,0.004061522769730063,99000,Diesel,0,First Owner,21.66,1498.0,103.52,-1.7456353715522832,3,897.0,30,1.0,0.0,1.0,0.0,0.0,26,30,0.3032902714219526
5829,Mahindra,Individual,2011,8.0,5829,Mahindra Scorpio VLX 2WD BSIV,3,-0.26184907154986387,120000,Diesel,1,Second Owner,12.05,2179.0,120.0,0.9654170540002951,1,18820.0,57,1.0,0.0,0.0,1.0,0.0,19,14,-0.049666327583259055
5830,Maruti,Individual,2017,5.0,5830,Maruti Vitara Brezza LDi Option,5,0.004061522769730063,70000,Diesel,1,First Owner,24.3,1248.0,88.5,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5831,Honda,Individual,2015,5.0,5831,Honda Amaze VX i-VTEC,1,-0.23767538115717352,50000,Petrol,1,First Owner,17.8,1198.0,86.7,0.048826692838413406,3,3884.0,57,0.0,1.0,1.0,0.0,0.0,10,48,-0.11712715449401692
5832,Honda,Trustmark Dealer,2019,5.0,5832,Honda Amaze V CVT Petrol BSIV,21,0.15998182580258286,7032,Petrol,0,First Owner,19.0,1199.0,88.76,-2.688838416792362,3,3884.0,44,0.0,1.0,1.0,0.0,0.0,10,44,0.016199986239864732
5833,Toyota,Trustmark Dealer,2013,7.0,5833,Toyota Innova 2.5 VX (Diesel) 7 Seater,33,0.12492997473318185,79328,Diesel,1,Second Owner,12.99,2494.0,100.6,0.8570798610821967,1,5059.0,49,1.0,0.0,0.0,1.0,0.0,28,32,0.6960713155977802
5834,Tata,Individual,2017,5.0,5834,Tata Zest Revotron 1.2 XT,11,-0.2981096071388994,35000,Petrol,1,First Owner,17.57,1193.0,88.7,-0.10256500506720785,3,8081.0,63,0.0,1.0,1.0,0.0,0.0,27,47,-0.4038951134633411
5835,Maruti,Individual,2018,5.0,5835,Maruti Ciaz 1.3 Alpha,3,0.2155813137057707,82000,Diesel,1,First Owner,28.09,1248.0,88.5,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.35797528539639534
5836,Maruti,Individual,2017,5.0,5836,Maruti Alto 800 VXI,23,-0.38876094611148826,23000,Petrol,1,First Owner,24.7,796.0,47.3,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5837,Ford,Individual,2010,5.0,5837,Ford Figo Diesel Titanium,25,-0.5640202014584933,110000,Diesel,1,Second Owner,20.0,1399.0,68.0,0.9027003485453641,3,3659.0,21,1.0,0.0,0.0,1.0,0.0,9,20,-0.1804388998962062
5838,Maruti,Individual,2017,5.0,5838,Maruti Vitara Brezza ZDi Plus,12,0.26997090840480437,60000,Diesel,1,First Owner,24.3,1248.0,88.5,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5839,Mahindra,Individual,2012,8.0,5839,Mahindra Xylo D4 BSIV,3,-0.3585438331206253,120000,Diesel,1,others,14.0,2498.0,112.0,1.2250160917116768,1,18820.0,58,1.0,0.0,0.0,0.0,1.0,19,15,-0.049666327583259055
5840,Hyundai,Individual,2015,5.0,5840,Hyundai i20 Sportz 1.2,12,-0.2558068576362109,90000,Petrol,1,Second Owner,18.6,1197.0,81.83,0.23665445521329495,3,15548.0,119,0.0,1.0,0.0,1.0,0.0,11,119,-0.26450256908028097
5841,Toyota,Individual,2011,7.0,5841,Toyota Innova 2.5 GX 7 STR,3,-0.20141484556813796,120000,Diesel,1,First Owner,12.8,2494.0,102.0,1.157451484163418,1,5059.0,25,1.0,0.0,1.0,0.0,0.0,28,11,0.2993815531042407
5842,Maruti,Individual,2017,5.0,5842,Maruti Swift Dzire VXI,32,-0.1772411551754476,43000,Petrol,1,First Owner,20.85,1197.0,83.14,-0.3806707764355942,3,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5843,Maruti,Individual,2013,5.0,5843,Maruti Wagon R VXI BS IV,35,-0.4189780591023512,57000,Petrol,1,Second Owner,20.51,998.0,67.04,0.6449332817712707,4,35091.0,152,0.0,1.0,0.0,1.0,0.0,20,124,-0.35797528539639534
5844,Jaguar,Dealer,2017,5.0,5844,Jaguar XF 2.0 Diesel Portfolio,29,3.0862070478377506,45000,Diesel,0,First Owner,19.33,1999.0,177.0,-1.183774673730422,1,214.0,52,1.0,0.0,1.0,0.0,0.0,13,52,3.160543383959967
5845,Maruti,Individual,2014,5.0,5845,Maruti Swift VDI BSIV,48,-0.32832672012976233,88000,Diesel,1,Second Owner,25.2,1248.0,74.0,0.3310218442837949,3,35091.0,134,1.0,0.0,0.0,1.0,0.0,20,114,-0.35797528539639534
5846,Mahindra,Individual,2013,7.0,5846,Mahindra Bolero 2011-2019 ZLX BSIII,6,-0.14702404218458467,80000,Diesel,1,Second Owner,15.96,2523.0,62.1,0.9836057111646663,1,18820.0,55,1.0,0.0,0.0,1.0,0.0,19,38,-0.049666327583259055
5847,Maruti,Individual,2019,5.0,5847,Maruti Ignis 1.2 AMT Zeta BSIV,4,-0.09263323880103137,19000,Petrol,0,Second Owner,20.89,1197.0,81.8,-2.0017350210822604,3,35091.0,106,0.0,1.0,0.0,1.0,0.0,20,99,-0.35797528539639534
5848,Hyundai,Individual,2014,5.0,5848,Hyundai Xcent 1.1 CRDi S Option,4,-0.27393591674620904,90000,Diesel,1,Second Owner,24.4,1120.0,71.01,0.26941820451561854,3,15548.0,104,1.0,0.0,0.0,1.0,0.0,11,103,-0.26450256908028097
5849,Mahindra,Individual,1995,4.0,5849,Mahindra Jeep MM 540,1,-0.5881938918511836,90000,Diesel,1,others,15.776056572379368,2179.0,99.93251247920134,0.671029968382779,1,18820.0,1,1.0,0.0,0.0,0.0,1.0,19,1,-0.049666327583259055
5850,Ford,Individual,2017,5.0,5850,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,1,-0.09263323880103137,25000,Petrol,1,First Owner,18.12,1196.0,86.8,-0.11700388263113212,3,3659.0,44,0.0,1.0,1.0,0.0,0.0,9,42,-0.1804388998962062
5851,Tata,Dealer,2018,5.0,5851,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2,0.4573182176326743,8000,Diesel,0,First Owner,21.5,1497.0,108.5,-0.7626577462878991,3,8081.0,64,1.0,0.0,1.0,0.0,0.0,27,56,-0.17626239048205727
5852,Maruti,Individual,2017,5.0,5852,Maruti Wagon R AMT VXI,8,-0.26184907154986387,20000,Petrol,0,First Owner,20.51,998.0,67.0,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
5853,Hyundai,Individual,2015,5.0,5853,Hyundai Grand i10 Sportz,21,-0.1772411551754476,40000,Petrol,1,First Owner,18.9,1197.0,82.0,0.08515743795291875,3,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
5854,Maruti,Individual,2006,5.0,5854,Maruti Alto LXi BSIII,15,-0.6365412726365645,70000,Petrol,1,others,19.7,796.0,46.3,0.6825965132876458,4,35091.0,38,0.0,1.0,0.0,0.0,1.0,20,28,-0.35797528539639534
5855,Honda,Trustmark Dealer,2016,5.0,5855,Honda Jazz VX,25,-0.11680692919372172,56494,Petrol,1,First Owner,18.2,1199.0,88.7,-0.17285381341267267,3,3884.0,61,0.0,1.0,1.0,0.0,0.0,10,55,0.016199986239864732
5856,Maruti,Individual,2012,5.0,5856,Maruti Swift VDI,49,-0.23767538115717352,97000,Diesel,1,others,22.9,1248.0,74.0,0.7148989986749198,3,35091.0,113,1.0,0.0,0.0,0.0,1.0,20,101,-0.35797528539639534
5857,Hyundai,Individual,2018,5.0,5857,Hyundai i20 Petrol CVT Asta,2,0.12492997473318185,15000,Petrol,0,First Owner,17.4,1197.0,81.86,-0.9662843039393365,3,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,104,-0.26450256908028097
5858,Maruti,Individual,1999,4.0,5858,Maruti 800 DX,6,-0.7187318199717116,100000,Petrol,1,First Owner,16.1,796.0,37.0,0.0896704289936022,4,35091.0,11,0.0,1.0,1.0,0.0,0.0,20,7,-0.35797528539639534
5859,Hyundai,Dealer,2016,5.0,5859,Hyundai Creta 1.6 CRDi SX,14,0.3666668786600854,38600,Diesel,1,First Owner,19.67,1582.0,126.2,-0.07320221635043335,2,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.10855554250842206
5860,Maruti,Individual,2013,5.0,5860,Maruti Alto K10 2010-2014 VXI,24,-0.49149913028042225,44000,Petrol,1,Second Owner,20.92,998.0,67.1,0.6449332817712707,4,35091.0,152,0.0,1.0,0.0,1.0,0.0,20,124,-0.35797528539639534
5861,Maruti,Individual,2017,5.0,5861,Maruti Alto 800 LXI,66,-0.4552385946913867,35000,Petrol,1,First Owner,24.7,796.0,47.3,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
